Product,Avg Demand,Std Dev,Total Demand,Safety Stock,Reorder Point,EOQ
555198,7.22,10.1,65,20,71,57
555199,1.97,4.26,57,8,22,53
555200,13.62,12.78,177,25,120,94
555201,14.37,9.4,388,18,119,139
555202,1.94,1.37,66,3,17,57
555203,4.44,2.84,160,6,37,89
555207,10.54,4.34,253,9,83,112
555213,72.0,0.0,144,0,504,85
555232,39.33,16.17,118,32,307,77
555233,7.6,4.34,38,8,61,44
555234,13.86,24.34,194,48,145,98
555240,4.87,8.35,151,16,50,87
555241,13.57,22.05,95,43,138,69
555242,17.6,15.06,88,29,152,66
555243,11.14,6.41,78,13,91,62
555245,6.6,13.28,198,26,72,99
555247,12.8,7.32,128,14,104,80
555249,2.82,3.16,169,6,26,92
555250,1.0,0.0,4,0,7,14
555251,31.18,85.29,343,167,385,131
555257,18.59,38.71,818,76,206,202
555259,22.0,25.46,44,50,204,47
555260,2.25,1.52,81,3,19,64
555263,17.64,14.26,441,28,151,148
555264,3.76,5.94,64,12,38,57
555266,4.0,2.0,12,4,32,24
555275,2.32,4.78,506,9,25,159
555276,1.72,2.38,302,5,17,123
555277,1.39,0.91,224,2,12,106
555278,2.37,2.94,374,6,23,137
555279,2.36,1.57,66,3,20,57
555280,12.27,10.06,135,20,106,82
555281,2.0,1.0,6,2,16,17
555282,15.55,12.15,653,24,133,181
555283,10.5,1.0,42,2,76,46
555284,31.24,42.58,3280,83,302,405
555286,18.0,8.49,36,17,143,42
555287,29.2,5.76,146,11,215,85
555289,13.43,5.11,188,10,104,97
555312,8.44,4.3,152,8,67,87
555320,1.46,1.15,51,2,12,50
555321,1.52,1.63,32,3,14,40
555322,1.32,0.81,45,2,11,47
555323,1.53,1.26,29,2,13,38
555324,1.65,1.46,71,3,15,60
555325,1.17,0.49,27,1,9,37
555326,1.53,0.95,49,2,13,49
555327,1.8,1.66,101,3,16,71
555336,1.67,1.05,55,2,14,52
555340,6.12,4.46,514,9,52,160
555343,4.83,4.41,87,9,43,66
555344,28.17,41.91,845,82,279,206
555347,9.95,3.34,189,7,77,97
555348,3.65,2.89,73,6,32,60
555349,8.45,9.88,262,19,78,114
555350,7.92,5.25,388,10,65,139
555351,30.29,10.48,212,21,233,103
555352,100.91,53.59,1110,105,811,236
555353,9.83,7.87,118,15,84,77
555356,24.0,16.97,96,33,201,69
555359,8.8,22.23,88,44,106,66
555363,2.23,3.24,49,6,22,49
555367,12.25,9.39,49,18,104,49
555368,4.97,4.01,398,8,43,141
555381,12.0,0.0,24,0,84,35
555382,145.6,100.94,728,198,1217,191
555383,3.13,1.68,420,3,25,145
555388,6.76,8.3,115,16,63,76
555389,11.0,11.27,33,22,99,41
555393,11.44,8.85,446,17,97,149
555394,21.0,8.87,84,17,164,65
555395,18.0,12.44,72,24,150,60
555396,6.6,5.64,198,11,57,99
555397,2.0,2.88,423,6,20,145
555399,3.04,2.23,70,4,25,59
555400,19.56,18.93,1330,37,174,258
555401,19.67,17.58,413,34,172,144
555403,10.8,10.43,54,20,96,52
555405,9.71,7.75,136,15,83,82
555406,4.78,7.25,263,14,47,115
555407,21.93,9.62,329,19,173,128
555408,6.18,4.24,136,8,51,82
555410,12.13,5.88,182,12,97,95
555412,21.0,26.87,42,53,200,46
555413,5.83,7.91,169,15,56,92
555414,10.62,3.91,170,8,82,92
555415,20.6,23.64,103,46,190,72
555416,11.48,9.64,264,19,99,115
555417,5.75,4.65,23,9,49,34
555418,10.84,7.51,347,15,91,132
555420,12.32,9.98,308,20,106,124
555470,8.23,4.87,107,10,68,73
555471,4.33,3.91,130,8,38,81
555472,47.62,49.56,381,97,430,138
555473,14.51,13.64,537,27,129,164
555474,1.0,0.0,6,0,7,17
555476,1.85,1.04,37,2,15,43
555477,7.57,5.11,356,10,63,133
555479,25.5,14.18,102,28,206,71
555485,4.74,2.4,90,5,38,67
555486,11.95,10.15,251,20,104,112
555488,2.1,1.27,107,2,17,73
555491,26.0,19.11,104,37,219,72
555492,15.86,9.14,333,18,129,129
555493,22.8,9.62,228,19,179,107
555494,6.58,3.82,79,7,53,63
555495,9.13,1.96,137,4,68,83
555496,24.12,30.11,193,59,228,98
555497,36.0,16.97,72,33,285,60
555498,4.6,4.22,23,8,40,34
555499,5.44,7.72,147,15,53,86
555500,2.13,1.49,49,3,18,49
555501,6.43,9.23,90,18,63,67
555502,1.75,0.89,14,2,14,26
555507,13.62,5.28,218,10,105,104
555508,6.0,5.29,168,10,52,92
555509,19.52,35.06,410,69,206,143
555510,2.31,3.14,422,6,22,145
555511,6.44,3.68,58,7,52,54
555512,148.0,197.99,296,388,1424,122
555513,38.0,17.32,114,34,300,75
555514,4.86,4.91,102,10,44,71
555515,4.68,7.31,234,14,47,108
555516,4.0,2.86,100,6,34,71
555517,9.14,7.38,128,14,78,80
555518,16.07,14.83,434,29,142,147
555519,46.73,50.87,514,100,427,160
555520,1.1,0.41,32,1,9,40
555521,29.4,29.42,147,58,264,86
555522,7.5,5.61,105,11,64,72
555523,9.19,7.6,239,15,79,109
555524,3.49,6.04,265,12,36,115
555525,11.33,7.15,136,14,93,82
555526,39.11,45.76,352,90,364,133
555527,18.25,22.9,73,45,173,60
555528,34.67,23.09,104,45,288,72
555531,66.39,50.59,1195,99,564,244
555533,8.09,11.24,186,22,79,96
555535,11.2,3.16,112,6,84,75
555536,7.82,4.05,86,8,63,66
555537,2.37,4.09,97,8,25,70
555538,8.0,7.37,72,14,70,60
555539,4.5,3.94,117,8,40,76
555540,5.52,8.66,160,17,56,89
555541,2.38,3.02,50,6,23,50
555542,6.68,4.06,127,8,55,80
555543,24.92,13.65,324,27,201,127
555544,8.94,4.87,152,10,73,87
555545,11.62,5.29,581,10,91,170
555546,9.08,1.32,118,3,67,77
555547,10.97,9.93,351,19,96,132
555548,11.0,22.9,99,45,122,70
555549,4.79,3.18,139,6,40,83
555550,25.5,16.99,408,33,212,143
555551,11.56,11.94,185,23,104,96
555552,2.38,1.82,69,4,21,59
555553,9.35,5.37,290,11,76,120
555554,4.15,1.91,54,4,33,52
555555,5.0,1.29,35,3,38,42
555556,9.44,9.01,255,18,84,113
555557,3.33,1.15,10,2,25,22
555558,4.09,5.38,429,11,40,146
555559,10.3,2.9,206,6,78,101
555560,4.2,6.3,193,12,41,98
555562,2.62,3.85,199,8,26,100
555564,5.69,5.66,279,11,51,118
555565,10.73,6.98,354,14,89,133
555566,3.64,2.78,91,5,30,67
555567,7.29,9.83,306,19,70,124
555568,6.76,8.5,372,17,64,136
555569,19.11,16.66,363,33,167,135
555570,9.98,9.44,429,18,88,146
555571,15.2,12.13,76,24,130,62
555572,8.12,4.71,390,9,66,140
555573,4.17,4.99,250,10,39,112
555574,5.83,6.65,134,13,54,82
555575,14.3,8.87,143,17,117,85
555576,36.0,0.0,72,0,252,60
555577,8.31,6.48,241,13,71,110
555578,16.5,14.18,66,28,144,57
555579,18.8,18.51,94,36,168,69
555581,5.8,3.43,58,7,48,54
555582,9.06,4.09,145,8,71,85
555583,10.47,7.3,178,14,87,94
555584,19.67,37.6,118,74,212,77
555585,81.0,38.0,324,74,641,127
555586,17.21,17.73,241,35,156,110
555587,9.14,6.16,128,12,76,80
555588,4.12,2.3,33,4,33,41
555589,12.56,7.93,314,16,104,125
555590,20.0,6.93,60,14,154,55
555591,9.73,2.71,214,5,73,103
555592,12.0,4.38,132,9,93,81
555593,7.14,3.63,50,7,57,50
555594,7.18,4.08,122,8,58,78
555602,8.53,5.68,145,11,71,85
555603,16.06,10.33,273,20,132,117
555604,8.21,3.46,197,7,64,99
555626,7.08,3.62,92,7,57,68
555627,21.2,17.26,212,34,182,103
555628,9.25,8.08,148,16,81,86
555630,12.35,6.48,284,13,99,119
555631,2.12,1.87,85,4,19,65
555632,70.0,35.25,280,69,559,118
555633,4.29,4.21,73,8,38,60
555634,9.78,6.74,88,13,81,66
555635,9.33,3.35,140,7,72,84
555637,6.39,3.22,115,6,51,76
555638,10.21,7.03,623,14,85,176
555640,9.33,4.03,112,8,73,75
555642,8.64,6.67,242,13,74,110
555644,4.81,5.54,202,11,45,100
555645,4.83,7.03,87,14,48,66
555646,38.67,32.27,232,63,334,108
555647,7.86,6.8,220,13,68,105
555648,2.22,3.5,91,7,23,67
555649,14.39,7.99,446,16,117,149
555650,8.98,11.29,404,22,85,142
555651,3.19,3.1,51,6,28,50
555653,4.59,4.52,202,9,41,100
555654,6.6,3.27,66,6,52,57
555691,8.48,6.58,195,13,72,99
555695,13.2,19.52,66,38,130,57
555701,6.86,18.79,96,37,85,69
555702,9.33,2.31,28,5,70,37
555703,15.32,21.91,291,43,150,121
555704,16.23,7.78,357,15,129,134
555705,5.96,6.41,137,13,55,83
555719,10.93,12.07,295,24,100,121
555720,4.7,3.3,47,6,39,48
555722,2.37,6.2,320,12,29,126
555725,2.0,0.0,4,0,14,14
555726,7.52,7.06,173,14,67,93
555728,2.22,2.61,191,5,21,98
555731,7.32,4.32,139,8,59,83
555732,3.8,1.48,19,3,30,31
555733,60.8,40.73,304,80,506,123
555734,12.08,9.31,157,18,103,89
555735,16.44,8.43,296,17,132,122
555736,17.93,12.14,538,24,150,164
555737,14.81,12.75,237,25,129,109
555738,32.55,55.18,358,108,336,134
555739,8.14,2.79,293,5,62,121
555740,17.14,11.52,360,23,143,134
555741,9.46,8.95,123,18,84,78
555742,19.7,8.46,197,17,155,99
555743,7.57,4.59,106,9,62,73
555744,16.0,5.82,288,11,123,120
555745,7.1,4.86,71,10,60,60
555746,1.69,1.19,44,2,14,47
555798,79.55,48.5,875,95,652,209
555808,14.8,8.67,74,17,121,61
555810,10.48,7.26,346,14,87,132
555813,10.0,0.0,60,0,70,55
555815,11.59,4.51,568,9,90,169
555818,30.0,8.49,60,17,227,55
555819,9.73,2.71,214,5,73,103
555820,17.82,11.37,196,22,147,99
555829,14.43,7.73,202,15,116,100
555832,4.4,1.26,44,2,33,47
555835,3.16,4.77,310,9,31,124
555836,23.45,26.6,469,52,216,153
555839,15.0,7.07,30,14,119,39
555841,3.16,5.6,155,11,33,88
555842,3.67,3.33,22,7,33,33
555843,3.44,3.5,31,7,31,39
555844,2.06,1.15,70,2,16,59
555845,4.54,7.13,549,14,46,166
555846,2.62,1.41,21,3,21,32
555847,9.94,6.6,179,13,83,95
555848,8.67,5.45,182,11,72,95
555849,50.89,55.94,458,110,466,151
555850,6.81,14.06,320,28,76,126
555851,3.3,5.26,346,10,33,132
555852,7.09,4.48,78,9,59,62
555853,2.59,3.16,194,6,24,98
555854,2.27,2.1,68,4,20,58
555855,40.68,56.81,1912,111,396,309
555856,4.06,3.92,130,8,36,81
555857,4.52,4.85,104,9,41,72
555858,14.77,9.58,192,19,122,98
555859,20.08,12.89,261,25,166,114
555861,20.0,0.0,80,0,140,63
555862,10.43,0.85,146,2,75,85
555865,4.36,4.48,157,9,40,89
555866,19.75,13.32,316,26,164,126
555870,33.0,38.18,66,75,306,57
555871,74.67,122.41,224,240,763,106
555872,16.0,22.57,336,44,156,130
555875,1.0,0.0,3,0,7,12
555876,23.87,22.35,358,44,211,134
555884,17.5,20.42,70,40,162,59
555896,11.44,13.44,618,26,106,176
555916,2.44,1.21,39,2,19,44
555917,6.67,1.53,20,3,50,32
555918,8.25,2.66,66,5,63,57
555920,189.5,36.37,2274,71,1398,337
555921,15.76,13.47,268,26,136,116
555923,2.6,6.55,387,13,31,139
555924,2.36,3.3,340,6,23,130
555925,1.88,3.56,257,7,20,113
555926,4.67,6.35,14,12,45,26
555927,36.0,16.97,72,33,285,60
555928,4.0,4.64,20,9,37,32
555929,50.25,58.39,402,114,466,142
555930,11.79,5.02,283,10,93,119
555931,8.59,6.27,378,12,72,137
555932,5.8,4.76,58,9,50,54
555933,12.71,7.99,216,16,105,104
555934,65.14,36.91,456,72,528,151
555936,12.71,7.99,216,16,105,104
555937,15.57,10.55,467,21,130,153
555938,10.53,11.13,179,22,96,95
555939,10.0,3.46,30,7,77,39
555940,10.89,3.48,98,7,83,70
555941,26.18,16.52,445,32,215,149
555942,5.06,3.98,91,8,43,67
555943,15.31,11.77,245,23,130,111
555944,7.2,5.75,72,11,61,60
555945,8.0,4.14,64,8,64,57
555946,3.21,1.69,77,3,25,62
555947,36.67,36.54,2090,72,329,323
555948,21.0,15.7,147,31,178,86
555949,15.19,13.0,395,25,131,141
555950,54.17,10.21,325,20,399,127
555979,18.92,79.66,681,156,288,185
556009,11.87,11.44,178,22,105,94
556010,276.0,353.1,1380,691,2623,263
556016,46.4,54.67,232,107,432,108
556017,14.0,7.95,406,16,114,142
556018,24.0,0.0,48,0,168,49
556019,9.14,3.63,64,7,71,57
556020,4.1,5.15,82,10,39,64
556021,14.41,6.59,317,13,114,126
556022,10.0,4.0,40,8,78,45
556023,1.96,1.4,49,3,17,49
556024,6.11,3.48,55,7,50,52
556032,9.33,7.35,140,14,79,84
556034,48.0,33.94,96,66,402,69
556035,38.0,32.74,152,64,330,87
556036,2.67,1.15,8,2,21,20
556038,8.14,8.63,179,17,74,95
556039,26.17,39.79,314,78,261,125
556040,6.95,5.41,146,11,60,85
556041,3.66,6.49,205,13,39,101
556042,6.24,5.52,412,11,55,144
556043,5.62,6.32,73,12,51,60
556044,5.67,3.74,51,7,47,50
556045,8.21,5.19,197,10,67,99
556047,22.5,14.18,90,28,186,67
556048,9.25,8.34,148,16,81,86
556049,33.0,24.04,66,47,278,57
556050,8.0,7.72,128,15,71,80
556051,3.06,3.0,49,6,27,49
556053,23.0,9.9,46,19,180,48
556054,11.44,7.21,183,14,94,96
556055,100.0,0.0,200,0,700,100
556056,2.64,4.26,261,8,26,114
556058,8.41,3.46,244,7,66,110
556059,28.89,26.59,260,52,254,114
556060,61.5,58.82,492,115,546,157
556062,28.5,15.0,114,29,228,75
556063,2.0,0.95,82,2,16,64
556064,28.5,15.85,171,31,230,92
556065,9.25,3.2,74,6,71,61
556066,127.33,48.18,382,94,985,138
556067,4.84,5.08,150,10,44,87
556070,22.62,13.28,181,26,184,95
556071,17.14,20.83,497,41,161,158
556072,13.15,7.85,263,15,107,115
556073,10.05,6.48,221,13,83,105
556079,19.38,25.24,252,49,185,112
556080,10.9,19.75,1014,39,115,225
556081,2.16,2.39,93,5,20,68
556082,1.76,1.37,125,3,15,79
556083,2.23,2.18,58,4,20,54
556084,10.4,14.45,52,28,101,51
556085,1.74,1.4,73,3,15,60
556086,1.67,1.65,35,3,15,42
556087,1.35,0.74,54,1,10,52
556088,1.38,0.77,18,2,12,30
556089,1.28,0.89,41,2,11,45
556090,2.57,5.06,59,10,28,54
556091,1.8,1.56,54,3,16,52
556092,1.7,1.16,56,2,14,53
556093,2.53,3.31,147,6,24,86
556094,1.6,1.35,48,3,14,49
556095,2.14,2.11,120,4,19,77
556100,15.86,19.59,222,38,149,105
556102,11.29,6.36,621,12,91,176
556103,5.79,5.43,162,11,52,90
556104,12.91,6.29,284,12,102,119
556105,15.24,15.25,259,30,137,114
556106,3.82,3.18,187,6,33,97
556107,2.78,4.58,167,9,28,91
556108,2.07,2.89,455,6,20,151
556109,5.58,4.83,67,9,48,58
556110,53.33,78.55,160,154,527,89
556111,13.09,9.57,288,19,111,120
556112,12.19,6.06,256,12,97,113
556113,11.08,9.21,421,18,96,145
556114,13.17,17.42,79,34,126,63
556115,10.86,6.72,76,13,89,62
556116,14.0,12.65,154,25,123,88
556118,6.33,2.88,38,6,50,44
556120,27.42,20.06,521,39,231,161
556121,3.4,5.04,68,10,34,58
556125,9.07,11.49,136,22,85,82
556126,11.14,7.36,245,14,92,111
556127,16.18,14.89,793,29,142,199
556128,13.43,7.89,94,15,109,69
556129,29.4,21.06,294,41,247,121
556130,14.0,6.2,154,12,110,88
556139,9.67,3.7,116,7,75,76
556179,28.4,10.65,426,21,220,146
556181,9.23,13.56,120,27,92,77
556182,3.85,5.52,77,11,38,62
556183,7.71,3.12,162,6,60,90
556184,14.64,11.49,205,22,124,101
556185,18.0,8.49,36,17,143,42
556186,14.6,7.31,146,14,116,85
556187,6.53,5.77,98,11,57,70
556188,11.0,11.24,220,22,99,105
556189,11.14,5.38,234,11,89,108
556190,7.0,4.16,28,8,57,37
556191,19.33,5.32,116,10,145,76
556192,16.0,7.3,64,14,126,57
556193,16.17,9.72,388,19,132,139
556194,17.09,10.26,188,20,140,97
556195,14.2,22.68,355,44,143,133
556196,5.33,1.15,16,2,39,28
556197,8.77,3.7,114,7,68,75
556198,4.39,7.42,167,15,46,91
556199,11.05,6.54,232,13,90,108
556201,10.89,8.41,196,16,92,99
556202,4.5,13.12,90,26,58,67
556203,29.0,44.42,145,87,290,85
556204,5.67,3.36,102,7,47,71
556205,7.23,6.37,94,12,63,69
556206,10.08,7.26,262,14,85,114
556207,5.79,3.58,110,7,48,74
556208,16.5,8.1,198,16,132,99
556214,22.75,20.28,455,40,199,151
556216,7.07,3.36,99,7,56,70
556218,5.71,6.15,97,12,52,70
556219,5.6,4.44,84,9,48,65
556222,11.72,11.67,539,23,105,164
556228,8.0,2.83,16,6,62,28
556229,8.9,5.24,178,10,72,94
556230,9.67,6.38,58,12,80,54
556234,1.1,0.32,11,1,9,23
556235,17.0,10.34,85,20,139,65
556236,5.33,1.15,16,2,39,28
556237,2.46,6.06,604,12,29,174
556238,9.08,5.48,109,11,75,74
556239,7.44,4.56,67,9,61,58
556240,20.0,33.76,140,66,206,84
556241,9.27,10.88,445,21,86,149
556243,1.88,2.8,288,5,18,120
556244,3.07,2.84,86,6,28,66
556245,3.12,13.34,200,26,48,100
556246,5.87,15.17,176,30,71,94
556247,9.2,8.14,138,16,80,83
556248,13.43,4.86,188,10,104,97
556252,18.05,14.31,343,28,154,131
556253,3.33,1.73,30,3,26,39
556254,11.9,8.31,119,16,99,77
556255,300.0,0.0,3600,0,2100,424
556256,13.2,6.09,198,12,104,99
556257,6.53,8.61,196,17,63,99
556258,16.15,9.4,323,18,131,127
556259,12.89,10.45,464,20,110,152
556263,4.32,3.79,242,7,37,110
556264,9.4,3.89,94,8,74,69
556267,316.48,355.68,9811,696,2911,700
556271,7.14,3.63,50,7,57,50
556279,3.28,2.67,59,5,28,54
556280,3.47,1.88,118,4,28,77
556282,16.31,11.8,212,23,137,103
556283,11.35,5.95,193,12,91,98
556284,6.71,5.2,94,10,57,69
556285,8.75,2.31,70,5,66,59
556288,16.5,5.72,297,11,126,122
556290,7.73,3.79,170,7,61,92
556296,15.91,11.29,350,22,133,132
556298,14.89,7.74,134,15,119,82
556302,97.6,27.94,488,55,738,156
556303,5.75,3.71,115,7,47,76
556304,18.5,3.22,296,6,136,122
556305,54.67,43.88,164,86,469,91
556318,23.88,27.81,382,54,221,138
556323,19.17,11.39,115,22,156,76
556325,3.93,2.76,55,5,32,52
556329,3.38,4.44,44,9,33,47
556330,5.66,7.42,249,15,55,112
556341,8.58,7.82,223,15,75,106
556365,3.43,2.96,158,6,30,89
556386,12.0,0.0,36,0,84,42
556397,100.0,0.0,200,0,700,100
556408,2.94,2.34,97,5,26,70
556413,1.73,1.4,45,3,15,47
556415,49.09,36.17,3142,71,415,396
556416,2.67,2.71,64,5,24,57
556419,4.8,3.97,48,8,42,49
556425,5.55,4.06,161,8,47,90
556426,6.9,7.31,145,14,62,85
556427,2.88,6.88,92,13,33,68
556428,2.13,1.92,83,4,19,64
556429,1.77,1.27,46,2,14,48
556431,1.0,0.0,3,0,7,12
556432,13.9,10.66,139,21,118,83
556433,4.87,7.11,258,14,48,114
556434,10.27,8.47,267,17,89,116
556435,9.25,9.68,74,19,84,61
556437,8.12,6.51,65,13,70,57
556439,6.25,3.1,25,6,50,35
556440,24.27,13.39,364,26,196,135
556441,4.63,2.86,162,6,38,90
556443,10.22,5.24,92,10,82,68
556447,16.0,12.96,144,25,137,85
556455,32.22,24.79,580,49,275,170
556459,2.05,2.47,354,5,19,133
556460,12.33,4.82,296,9,95,122
556461,69.75,29.25,558,57,545,167
556462,5.24,3.73,89,7,44,67
556463,51.14,104.52,716,205,563,189
556464,7.71,5.06,54,10,64,52
556465,1.24,0.44,21,1,10,32
556466,5.17,2.79,31,5,41,39
556467,3.17,1.86,57,4,26,53
556468,3.67,1.58,33,3,29,41
556469,26.54,16.07,345,31,217,131
556470,8.22,8.29,148,16,74,86
556471,12.75,19.75,153,39,128,87
556472,8.27,4.38,124,9,67,79
556473,2.82,3.37,217,7,27,104
556474,2.01,2.26,163,4,18,90
556475,22.59,91.47,497,179,337,158
556476,14.0,10.07,182,20,118,95
556477,5.73,5.19,86,10,50,66
556478,22.75,62.89,455,123,282,151
556479,4.3,2.77,86,5,35,66
556480,8.69,13.18,113,26,87,75
556481,2.67,1.18,72,2,21,60
556482,14.17,9.67,411,19,118,143
556483,1.67,1.69,40,3,15,45
556484,10.68,105.74,2190,207,282,331
556485,2.82,1.63,48,3,23,49
556486,21.5,17.68,688,35,186,185
556487,3.94,3.92,134,8,36,82
556488,2.93,2.69,44,5,26,47
556489,1.93,1.72,58,3,17,54
556490,6.0,4.18,96,8,50,69
556491,4.56,6.48,260,13,45,114
556492,47.0,33.45,376,65,394,137
556494,5.27,5.88,332,12,49,129
556495,3.2,4.84,179,9,31,95
556497,8.82,6.49,97,13,75,70
556498,1.5,0.71,3,1,12,12
556499,1.5,0.71,3,1,12,12
556500,5.33,3.93,32,8,45,40
556501,12.5,7.16,250,14,102,112
556502,7.0,4.04,224,8,57,106
556503,9.41,6.65,715,13,79,189
556504,12.69,6.79,330,13,102,128
556505,348.0,220.62,696,432,2868,187
556507,9.13,5.34,557,10,74,167
556508,6.71,4.64,47,9,56,48
556509,6.31,5.72,101,11,55,71
556510,10.17,10.91,427,21,92,146
556512,8.57,6.66,120,13,73,77
556513,1.62,1.21,47,2,13,48
556514,1.0,0.0,2,0,7,10
556515,1.68,1.49,37,3,15,43
556516,1.61,1.58,50,3,14,50
556517,14.38,12.62,417,25,126,144
556519,1.5,0.71,3,1,12,12
556520,1.95,2.48,39,5,19,44
556521,3.38,3.01,44,6,30,47
556526,9.25,7.45,111,15,80,74
556527,2.37,1.86,64,4,21,57
556528,12.42,9.03,236,18,105,109
556529,9.83,5.39,236,11,80,109
556531,8.23,6.97,321,14,72,127
556533,20.6,12.22,206,24,168,101
556534,21.67,33.23,65,65,217,57
556536,5.17,7.61,150,15,51,87
556537,13.7,8.25,274,16,112,117
556538,15.71,10.32,330,20,130,128
556539,3.11,3.44,28,7,29,37
556540,19.0,16.37,76,32,165,62
556541,11.5,9.58,115,19,100,76
556542,5.68,6.65,210,13,53,102
556571,8.83,4.63,106,9,71,73
556572,28.0,48.19,112,94,290,75
556573,6.28,6.12,157,12,56,89
556574,136.33,195.12,409,382,1336,143
556575,2.29,1.12,94,2,18,69
556576,2.29,3.35,71,7,23,60
556577,8.27,6.29,91,12,70,67
556578,11.63,7.73,791,15,96,199
556579,7.43,7.45,520,15,67,161
556580,7.5,9.26,120,18,70,77
556596,12.44,16.01,112,31,118,75
556625,1.0,0.0,3,0,7,12
556629,11.36,7.81,284,15,95,119
556630,9.0,2.75,135,5,68,82
556631,20.0,6.2,120,12,152,77
556632,1.7,0.48,17,1,13,29
556636,2.39,6.15,451,12,29,150
556641,7.0,5.29,91,10,59,67
556642,4.15,2.7,83,5,34,64
556667,49.0,1.15,196,2,345,99
556670,55.43,22.65,388,44,432,139
556671,1.62,1.33,130,3,14,81
556672,6.52,4.23,150,8,54,87
556679,16.0,17.32,48,34,146,49
556680,9.43,6.49,132,13,79,81
556681,15.43,14.36,108,28,136,73
556682,12.19,6.75,195,13,98,99
556683,9.33,7.1,112,14,79,75
556685,9.52,6.29,381,12,79,138
556714,92.5,65.1,555,127,774,167
556718,390.0,381.84,780,748,3478,197
556719,36.44,48.01,328,94,349,128
556720,21.0,6.0,84,12,159,65
556721,17.26,38.53,397,75,196,141
556722,9.0,6.55,90,13,76,67
556723,108.0,2.31,756,5,761,194
556724,6.36,4.81,89,9,54,67
556726,232.89,83.68,2096,164,1794,324
556727,9.75,6.86,234,13,81,108
556728,2.27,1.57,170,3,19,92
556731,2.17,1.17,52,2,17,51
556732,4.58,4.65,238,9,41,109
556733,5.47,5.1,279,10,48,118
556734,8.72,9.75,253,19,80,112
556740,5.2,6.13,182,12,48,95
556746,5.0,3.61,15,7,42,27
556751,57.54,40.68,748,80,483,193
556767,25.31,29.95,329,59,236,128
556768,4.4,2.7,88,5,36,66
556776,2.07,2.13,114,4,19,75
556777,8.77,7.06,386,14,75,139
556778,3.38,2.98,125,6,30,79
556779,6.31,12.57,82,25,69,64
556780,4.12,3.67,107,7,36,73
556781,12.33,9.67,666,19,105,182
556782,2.24,1.35,38,3,19,44
556783,22.0,7.35,198,14,168,99
556784,3.2,3.25,326,6,28,128
556786,24.0,20.78,72,41,209,60
556788,12.09,13.24,133,26,111,82
556790,6.38,4.5,102,9,54,71
556791,7.16,7.79,136,15,65,82
556792,13.0,16.08,195,31,122,99
556794,37.5,71.0,150,139,402,87
556795,19.83,9.26,119,18,157,77
556797,9.29,3.6,158,7,72,89
556803,6.46,9.11,459,18,63,151
556804,31.8,31.74,318,62,285,126
556805,62.0,53.74,124,105,539,79
556808,4.85,4.69,63,9,43,56
556809,3.9,2.74,82,5,32,64
556811,34.67,11.14,312,22,265,125
556812,2.84,5.0,838,10,30,205
556813,1.89,5.1,352,10,23,133
556814,3.78,3.42,34,7,33,41
556815,13.8,13.1,345,26,123,131
556816,27.62,36.43,359,71,264,134
556819,14.5,25.93,174,51,152,93
556820,8.18,3.4,139,7,64,83
556821,1.41,0.91,31,2,12,39
556822,17.11,14.79,154,29,149,88
556823,1.0,0.0,8,0,7,20
556824,1.48,1.12,37,2,12,43
556825,1.82,1.74,69,3,16,59
556826,2.6,2.67,169,5,23,92
556827,10.1,3.28,101,6,77,71
556828,6.12,7.77,196,15,58,99
556829,8.8,6.75,220,13,75,105
556830,5.0,6.93,15,14,49,27
556845,54.67,37.41,3007,73,456,388
556876,1.53,1.23,121,2,13,78
556878,5.11,5.37,46,11,47,48
556879,1.48,1.66,49,3,13,49
556881,12.29,7.25,86,14,100,66
556882,4.17,2.83,146,6,35,85
556883,7.11,5.54,135,11,61,82
556886,10.95,7.89,208,15,92,102
556887,6.31,14.78,101,29,73,71
556889,9.38,2.56,75,5,71,61
556890,17.55,10.78,509,21,144,160
556891,9.78,5.61,88,11,79,66
556892,7.43,4.58,52,9,61,51
556903,3.0,3.16,45,6,27,47
556905,1.7,2.56,168,5,17,92
556906,9.22,11.98,166,23,88,91
556907,1.5,0.71,3,1,12,12
556908,25.4,33.76,254,66,244,113
556909,2.0,0.0,6,0,14,17
556910,8.68,14.64,859,29,90,207
556912,4.8,10.01,245,20,54,111
556913,17.33,10.49,208,21,142,102
556914,7.08,5.19,177,10,60,94
556915,1.54,1.04,86,2,13,66
556916,2.14,3.92,152,8,23,87
556917,109.05,82.59,15049,162,925,867
556921,10.5,3.0,42,6,80,46
556922,1.0,0.0,5,0,7,16
556924,7.47,9.29,127,18,70,80
556926,1.9,2.02,97,4,17,70
556927,97.85,58.26,2642,114,799,363
556928,96.0,55.43,384,109,781,139
556929,12.5,16.26,25,32,120,35
556932,2.33,3.47,457,7,23,151
556935,11.79,8.91,283,17,100,119
556936,3.78,2.05,34,4,30,41
556937,13.04,8.77,626,17,108,177
556939,120.0,56.57,240,111,951,110
556942,14.8,10.3,607,20,124,174
556953,8.12,7.93,268,16,73,116
556954,10.32,6.42,320,13,85,126
556956,105.33,51.89,632,102,839,178
556958,7.78,5.87,140,11,65,84
556959,13.23,9.99,172,20,113,93
556960,13.62,19.01,354,37,132,133
556961,70.0,107.44,420,210,700,145
556964,8.0,3.27,144,6,62,85
556965,32.0,22.34,192,44,268,98
556967,24.0,0.0,96,0,168,69
556968,112.0,55.43,336,109,893,130
556969,1.0,0.0,2,0,7,10
